1467112.0,2
737906.0,1
1581453.0,2
1413863.0,24
1391457.0,2
1500004.0,1
716822.0,3
1090069.0,81
946473.0,1
1415322.0,1
1513818.0,2039
1584605.0,1
1241574.0,1
1203195.0,1
1069889.0,5
1238028.0,8
1066281.0,14
1012917.0,7
1586697.0,2
1184490.0,8
1513963.0,2
1581908.0,688
1308712.0,1
1459972.0,1
884344.0,2
1330370.0,1
1473291.0,2
918608.0,99
1054033.0,11
910030.0,5
1468129.0,2
1374238.0,2
1335815.0,6
1351954.0,2
1028830.0,2
829608.0,169
1362965.0,1
1584586.0,1
1191046.0,4
1581772.0,2
1398006.0,97
1256879.0,1
1462723.0,6
1348082.0,1
1289451.0,3
1548917.0,19
1475104.0,1
1573133.0,86
1620261.0,4
1235845.0,2
315021.0,4
1489827.0,1
1385432.0,2
1590923.0,1
1285548.0,2
1250969.0,4
1326483.0,10
851576.0,1
1075880.0,671
1533888.0,2
1398599.0,3
1633572.0,2
1118488.0,6
1411040.0,1
1098462.0,28
1433605.0,22
1127127.0,1
1571149.0,1
1583934.0,3
1266978.0,1
1136451.0,1
1619243.0,1
1110794.0,14
1003309.0,7
1282417.0,1
1414444.0,2
791162.0,2
1053351.0,19
1480141.0,2
1189409.0,8
1607899.0,1
1032826.0,8
892761.0,3
1476315.0,6
1216592.0,1
1283148.0,3
1613711.0,1
1458870.0,2
1121736.0,1
1000152.0,66
1208833.0,14
898362.0,14
1183333.0,8
1362227.0,2
1357624.0,2
1501010.0,52
1345561.0,1
1292672.0,3
839098.0,13
1403151.0,2
1637079.0,1
1444041.0,1
1113034.0,1
1285738.0,1
1023269.0,2
1571062.0,2
860420.0,5
745276.0,11
1201165.0,1
1362850.0,1
1217921.0,1
1413410.0,6
1617760.0,16
1516005.0,1
1583346.0,1
1356812.0,5
1292789.0,1
1490681.0,10
1413745.0,136
1346347.0,2
1188711.0,11
1383058.0,21
1157756.0,12
1619631.0,1
1535434.0,4
1387660.0,2
1212004.0,5
1515193.0,1
1459823.0,1
1418953.0,6
1606302.0,3
1079990.0,4
1261319.0,4
1334073.0,1
1507419.0,1
1324562.0,8
1408184.0,7
1030521.0,6
1368378.0,2
1419792.0,1
1104942.0,2
1569340.0,52
1191173.0,2
1170839.0,2
1434752.0,5
1532165.0,3
1213432.0,2
1513067.0,1
1019937.0,4
1068610.0,3
1548727.0,2
1069258.0,464
1358361.0,1
1468300.0,2
1311087.0,1
792858.0,36
1210593.0,2
1601391.0,2
1201706.0,2
1547282.0,518
1301704.0,1036
1361907.0,1
1064396.0,1
1589107.0,4
1459785.0,1
