1467112.0,5
1113502.0,2
1167056.0,1
1608023.0,2
1581453.0,1
1652851.0,8
1532541.0,6
1413863.0,57
1391457.0,3
1360088.0,1
716822.0,13
1331466.0,1
1090069.0,50
1513818.0,533
1541063.0,1
1584605.0,3
1030617.0,28
1429442.0,3
1549371.0,3
1350957.0,1
1238028.0,40
1459657.0,10
1066281.0,56
1012917.0,4
1413410.0,2
1184490.0,5
1425762.0,4
1176043.0,6
1460049.0,11
1416849.0,7
1585384.0,1
1513963.0,5
1362307.0,2
1083204.0,3
1459972.0,1
884344.0,4
1624794.0,429
1473291.0,2
918608.0,132
1512454.0,12
1286122.0,14
1473829.0,2
1176988.0,18
1360216.0,1
1642239.0,2
1288860.0,5
1635021.0,3
1628024.0,5
1028830.0,1
1313665.0,1
1233906.0,1
1181443.0,1
829608.0,170
1552159.0,2
916758.0,7
1492993.0,1
1210237.0,1
1398006.0,82
1389178.0,1
1196862.0,15
1256879.0,2
1462723.0,47
1348082.0,1
1289451.0,1
1176136.0,3
1548917.0,16
1239405.0,3
1573133.0,39
1653103.0,8
1620261.0,46
1235845.0,1
315021.0,44
1085000.0,1
1186004.0,2
1604325.0,2
1223871.0,1
1590923.0,5
1650299.0,13
1285548.0,2
1250969.0,4
1450277.0,6
1631376.0,2
1391198.0,1
1641494.0,2
1392912.0,1
1583186.0,10
1635573.0,4
1081006.0,1
1201972.0,3
1633572.0,4
1118488.0,24
1166064.0,1
1411040.0,1
1098462.0,69
1254073.0,18
1474996.0,2
1643495.0,4
1583934.0,23
1241574.0,1
902995.0,1
1174649.0,1
837278.0,16
1619243.0,3
1110794.0,35
1003309.0,1
1282417.0,11
1414444.0,1
1629889.0,396
1053351.0,7
1137312.0,2
1480141.0,2
1189409.0,7
1399397.0,3
1607899.0,1
1428616.0,8
1032826.0,2
1562207.0,1
892761.0,2
1476315.0,1
1216592.0,11
1444535.0,1
1647817.0,1
1261936.0,1
1121736.0,1
1390757.0,2
1000152.0,7
1639234.0,17
939648.0,2
1527375.0,1
1500168.0,1
24651.0,3
1366249.0,1
1532359.0,5
1654010.0,5
1595899.0,2
898362.0,10
925698.0,18
1430031.0,8
1362227.0,1
1600981.0,1
1501010.0,18
887508.0,6
1612318.0,2
1540490.0,10
839098.0,8
1403151.0,3
1637079.0,6
1444041.0,1
1558954.0,6
1530487.0,10
1164009.0,3
1158029.0,1
860420.0,11
1162694.0,36
1540836.0,1
1362850.0,1
1123715.0,1
1586697.0,2
1617760.0,85
1516005.0,3
1249146.0,2
1292789.0,2
1643120.0,2
1461748.0,2
1534733.0,1
1590857.0,384
1346347.0,2
1188711.0,13
1383058.0,76
1173048.0,1
1401057.0,2
1347464.0,1
1157756.0,9
1060356.0,1
1236199.0,1
1146358.0,6
1535434.0,18
1212004.0,3
1183940.0,1
1199409.0,2
1459823.0,7
1418953.0,6
1606302.0,7
1079990.0,14
1261319.0,28
1507419.0,2
1608902.0,1
1324562.0,17
1496057.0,1
1432057.0,1
1368378.0,3
1419792.0,4
1527113.0,1
1541824.0,1
1569340.0,92
1239004.0,38
6260.0,103
1434752.0,22
1145631.0,2
1532165.0,4
1213432.0,3
1001692.0,1
1374472.0,1
1019937.0,2
1548727.0,7
1069258.0,1151
1310269.0,1
1144706.0,1
1359499.0,1
1123267.0,9
1358361.0,1
1468300.0,4
1598361.0,1
1220156.0,1
1311087.0,9
792858.0,270
1601391.0,10
1355060.0,1
1541336.0,1
1547282.0,478
1566655.0,6
1301704.0,114
1361907.0,1
1090745.0,1
1372761.0,14
866841.0,54
1620907.0,9
1246181.0,26
1467778.0,1
1129684.0,1
1177609.0,1949
1331680.0,9
1381587.0,1
1547505.0,5
1337080.0,12
1385826.0,1
1201050.0,392
1498502.0,2
1459200.0,157
1439382.0,12
896188.0,1
1057807.0,31
1518856.0,2
1622275.0,4
1255830.0,1
846811.0,7
1098953.0,3
1378656.0,522
1633718.0,3
1613624.0,1
910030.0,13
1027664.0,204
921150.0,2
1605514.0,9
1381205.0,9
1140319.0,21
1374238.0,3
1208741.0,1
1581824.0,2
1092238.0,1
1270985.0,44
1345196.0,1
1236490.0,3
1638177.0,3
1211514.0,2
1628451.0,2
1231650.0,1
1002329.0,2
1509341.0,2
1515957.0,3
1529243.0,1
1638499.0,1
732658.0,1
1577797.0,1
1138310.0,2
1235469.0,1
1034232.0,31
866538.0,7
1400972.0,2
22252.0,610
1157307.0,1
1511474.0,25
1427996.0,1
1213969.0,1
1405367.0,1
1598000.0,13
1388387.0,1
1337708.0,18
1572050.0,6
1157758.0,128
1026488.0,12
1429707.0,1
1225676.0,5
1618767.0,3
810106.0,1
1156521.0,2
1237054.0,1
1373267.0,9
933329.0,2
1562498.0,5
1615405.0,5
1530123.0,1
1095560.0,3
1383086.0,22
1309288.0,1
1575198.0,11
1355827.0,1
1409239.0,1
789545.0,12
1643350.0,3
1539712.0,6
1328769.0,48
1567501.0,3
1377268.0,7
1608877.0,4
1419580.0,1
1643233.0,2
1573813.0,1
1411721.0,6
1479562.0,4
1586701.0,4
1608954.0,1
1339212.0,1
1590704.0,2
1507945.0,1
1429282.0,1
1542055.0,1
1438751.0,3
786418.0,32
919461.0,4
1631523.0,1
1049286.0,1
1615894.0,1
1498393.0,3
1269401.0,1
1628150.0,5
1524697.0,1
1377889.0,16
1631055.0,226
1582306.0,3
1314180.0,2
1094656.0,5
1263601.0,2
1374434.0,3
1428120.0,1
1635699.0,3
1618089.0,5
1538977.0,512
1530884.0,5
1644204.0,7
1509191.0,1
1455696.0,22
1633289.0,1
1572536.0,1
1251506.0,10
1373622.0,2
1468166.0,6
895633.0,1
1087717.0,22
1479875.0,2
1230831.0,1
133994715000037.0,1
1264394.0,3
1242137.0,1
1471507.0,2
1025907.0,1
65897.0,1
1460392.0,17
1239438.0,1
1571905.0,1
1637287.0,43
1475104.0,1
1533588.0,5
1527026.0,1
1045862.0,12
1139023.0,28
1370207.0,2
1654305.0,83
1103808.0,1
1617078.0,3
1029509.0,557
1616830.0,4
1085217.0,13
1640553.0,2
1070371.0,2
1325135.0,1
1051008.0,5
1141421.0,1
1354072.0,2
1508707.0,1
1637984.0,1
1641613.0,4
870825.0,3
1285507.0,2
1354253.0,1
1466083.0,3
1077152.0,1
1549379.0,1
1475908.0,1
1540466.0,2
1515369.0,1
1186937.0,20
913583.0,1
1549058.0,8
1601144.0,4
75608.0,26
1208623.0,3
1465115.0,2
1105639.0,1
1322119.0,2
830750.0,20
1625843.0,2
1498044.0,1
1310276.0,1
1164249.0,3
205422.0,18
1051885.0,2
1461993.0,230
1427459.0,1
1173514.0,9059
1278438.0,8
1568390.0,4
1362133.0,1
1457292.0,8
703546.0,2
1608879.0,4
1212637.0,1
1502077.0,2
1591311.0,5
1599587.0,1
1305925.0,4
1483530.0,8
1159726.0,12
1058623.0,1433
1518154.0,9
1575056.0,5
1568272.0,2
1353227.0,3
893906.0,2
1463304.0,1
1520379.0,8
1617863.0,3
1044067.0,1
1013780.0,9
1461029.0,2
1315394.0,1
1515862.0,1
1280608.0,1
1574414.0,1
1488580.0,6
1425803.0,3
1274022.0,2
1576770.0,3
1491969.0,5
1388777.0,1
